Region,Segment,Sub-segment,Sub-segment 1,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
North America,By Equipment Type,Storage Equipment,Storage bins and hoppers,12.39,13.00,13.63,14.32,15.06,15.88,16.75,17.67,18.62,19.64,20.74,21.90,23.11
North America,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,58.54,61.56,64.77,68.30,72.16,76.32,80.76,85.42,90.27,95.49,101.11,107.07,113.28
North America,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",27.13,28.22,29.40,30.68,32.08,33.61,35.29,37.10,39.01,41.00,43.04,45.11,47.21
North America,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,69.99,73.03,76.32,79.88,83.77,88.07,92.80,97.97,103.46,109.18,115.01,120.88,126.86
North America,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,33.84,35.78,37.87,40.07,42.34,44.75,47.32,50.16,53.30,56.66,60.26,64.03,67.95
North America,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,47.89,50.88,53.92,57.06,60.47,64.26,68.55,73.24,78.22,83.47,89.05,95.05,101.41
North America,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,33.69,34.96,36.32,37.76,39.33,41.08,43.01,45.13,47.35,49.65,51.98,54.32,56.70
North America,By Equipment Type,Sorting and Grading Equipment,Optical sorters,63.71,69.48,75.86,82.79,90.24,98.34,107.23,117.21,128.45,140.83,154.48,169.31,185.32
North America,By Equipment Type,Sorting and Grading Equipment,Size graders,25.98,27.33,28.78,30.29,31.82,33.41,35.09,36.97,39.06,41.31,43.71,46.21,48.78
North America,By Equipment Type,Sorting and Grading Equipment,Weight graders,28.55,30.16,31.83,33.66,35.66,37.84,40.19,42.67,45.26,48.06,51.08,54.30,57.68
North America,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,13.06,13.57,14.13,14.74,15.39,16.11,16.90,17.76,18.67,19.61,20.56,21.52,22.50
North America,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,78.52,83.83,89.62,95.89,102.49,109.52,117.04,125.21,134.09,143.76,154.11,165.00,176.53
North America,By Equipment Type,Thermal Processing Equipment,Roasting systems,19.47,20.90,22.45,24.16,26.06,28.14,30.39,32.80,35.36,38.17,41.26,44.61,48.19
North America,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,16.08,17.00,18.01,19.07,20.17,21.32,22.54,23.87,25.33,26.90,28.56,30.29,32.09
North America,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",47.72,50.54,53.37,56.27,59.38,62.82,66.69,70.94,75.46,80.22,85.29,90.71,96.43
North America,By Nut Type,Almond,Almond,193.18,204.55,216.92,230.40,245.18,261.55,279.61,299.44,320.77,343.42,367.03,391.44,416.86
North America,By Nut Type,Cashew,Cashew,13.58,14.57,15.64,16.83,18.13,19.58,21.17,22.92,24.80,26.84,29.03,31.35,33.83
North America,By Nut Type,Peanut,Peanut,210.83,220.73,230.75,241.45,253.10,266.19,280.63,296.09,312.08,328.89,346.98,366.44,387.01
North America,By Nut Type,Pistachio,Pistachio,75.02,80.69,86.89,93.50,100.43,107.82,115.80,124.71,134.71,145.63,157.54,170.27,183.77
North America,By Nut Type,Walnut,Walnut,118.67,125.23,132.40,139.96,147.75,155.65,164.01,173.13,183.27,194.45,206.35,218.69,231.51
North America,By Nut Type,Hazelnut,Hazelnut,21.37,22.61,23.92,25.27,26.68,28.20,29.87,31.71,33.71,35.85,38.14,40.56,43.09
North America,By Nut Type,Other Nuts,Other Nuts,54.30,57.88,61.77,65.99,70.51,75.39,80.68,86.42,92.63,99.30,106.39,113.88,121.80
North America,By Automation Level,Manual,Manual,31.44,34.02,36.88,40.04,43.55,47.48,51.88,56.79,62.19,68.06,74.34,81.03,88.20
North America,By Automation Level,Semi Automatic & Fully Automatic,Semi Automatic & Fully Automatic,655.51,692.23,731.40,773.35,818.24,866.90,919.88,977.61,"1,039.78","1,106.32","1,177.11","1,251.60","1,329.69"
North America,By Industry Verticle,Primary Processing & Shelling,Primary Processing & Shelling,234.79,246.61,258.83,271.73,285.95,301.95,320.05,340.15,361.64,384.22,407.91,432.78,458.71
North America,By Industry Verticle,Value Added Nut Products,Value Added Nut Products,179.91,193.07,207.53,223.16,239.60,257.13,275.96,296.57,319.17,343.87,370.35,398.28,428.01
North America,By Industry Verticle,Nut Ingredients & Intermediates,Nut Ingredients & Intermediates,127.85,135.87,144.44,153.86,164.08,175.13,186.98,199.61,213.05,227.65,243.55,260.54,278.47
North America,By Industry Verticle,Downstream Food with Captive Nut Prep,Downstream Food with Captive Nut Prep,103.46,108.14,113.14,118.49,124.19,130.32,136.92,144.01,151.56,159.47,167.71,176.27,185.08
North America,By Industry Verticle,"Others (Confectionery And Bakery Plants With In-House Nut Prep, etc.)","Others (Confectionery And Bakery Plants With In-House Nut Prep, etc.)",40.94,42.58,44.34,46.15,47.97,49.85,51.85,54.07,56.55,59.17,61.94,64.76,67.62
Europe,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,24.36,25.26,26.18,27.15,28.17,29.28,30.50,31.80,33.17,34.62,36.12,37.70,39.31
Europe,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,59.70,63.12,66.78,70.65,74.77,79.19,84.02,89.32,95.09,101.25,107.81,114.71,121.93
Europe,By Equipment Type,Storage Equipment,Silos,22.37,23.21,24.08,25.03,26.05,27.17,28.39,29.70,31.07,32.50,33.99,35.53,37.10
Europe,By Equipment Type,Storage Equipment,Storage bins and hoppers,12.75,13.32,13.92,14.57,15.26,16.00,16.80,17.66,18.59,19.57,20.61,21.69,22.79
Europe,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,55.39,58.07,60.87,63.81,66.93,70.32,74.05,78.13,82.49,87.08,91.88,96.87,102.05
Europe,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",26.93,27.97,29.09,30.29,31.57,32.94,34.41,35.97,37.63,39.39,41.25,43.16,45.10
Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,63.56,66.39,69.31,72.37,75.59,79.07,82.85,86.96,91.34,95.97,100.88,106.05,111.39
Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,34.79,36.63,38.59,40.68,42.87,45.18,47.65,50.33,53.23,56.37,59.73,63.25,66.92
Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,44.41,46.93,49.59,52.43,55.52,58.90,62.61,66.63,70.92,75.49,80.34,85.48,90.87
Europe,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,28.66,29.78,30.99,32.26,33.56,34.93,36.38,37.94,39.63,41.43,43.29,45.20,47.16
Europe,By Equipment Type,Sorting and Grading Equipment,Optical sorters,58.31,63.18,68.54,74.43,80.90,88.06,96.00,104.81,114.54,125.15,136.65,149.06,162.42
Europe,By Equipment Type,Sorting and Grading Equipment,Size graders,29.53,30.86,32.24,33.70,35.27,36.98,38.86,40.90,43.07,45.35,47.74,50.21,52.77
Europe,By Equipment Type,Sorting and Grading Equipment,Weight graders,26.06,27.44,28.90,30.44,32.05,33.76,35.62,37.64,39.84,42.21,44.72,47.37,50.13
Europe,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,10.79,11.22,11.69,12.18,12.69,13.19,13.73,14.31,14.96,15.66,16.40,17.16,17.93
Europe,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,64.49,68.50,72.74,77.27,82.12,87.34,93.04,99.24,105.93,113.17,120.98,129.33,138.15
Europe,By Equipment Type,Thermal Processing Equipment,Roasting systems,25.05,26.80,28.70,30.76,32.95,35.29,37.81,40.59,43.65,46.99,50.62,54.49,58.59
Europe,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,18.53,19.45,20.44,21.48,22.59,23.76,25.03,26.42,27.92,29.54,31.24,33.02,34.86
Europe,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",39.00,41.14,43.42,45.81,48.29,50.93,53.78,56.92,60.36,64.05,67.97,72.08,76.37
Europe,By Nut Type,Almond,Almond,72.62,76.58,80.73,85.16,89.92,95.08,100.73,106.89,113.52,120.62,128.15,136.06,144.33
Europe,By Nut Type,Cashew,Cashew,32.73,35.33,38.13,41.16,44.48,48.13,52.21,56.71,61.61,66.92,72.66,78.89,85.59
Europe,By Nut Type,Peanut,Peanut,144.03,150.49,157.19,164.15,171.51,179.59,188.53,198.47,209.26,220.69,232.91,245.85,259.30
Europe,By Nut Type,Pistachio,Pistachio,21.22,22.70,24.30,26.07,28.03,30.17,32.50,35.00,37.66,40.57,43.75,47.18,50.84
Europe,By Nut Type,Walnut,Walnut,141.07,148.40,156.32,164.82,173.75,183.09,193.00,203.64,215.13,227.61,240.89,254.71,269.10
Europe,By Nut Type,Hazelnut,Hazelnut,115.65,120.98,126.69,132.74,139.08,145.85,153.15,161.12,169.73,178.88,188.49,198.46,208.80
Europe,By Nut Type,Other Nuts,Other Nuts,117.35,124.78,132.71,141.20,150.37,160.37,171.39,183.47,196.51,210.50,225.38,241.18,257.87
Europe,By Automation Level,Manual,Manual,52.36,56.53,61.09,66.04,71.37,77.15,83.49,90.54,98.36,106.93,116.25,126.27,137.02
Europe,By Automation Level,Semi Automatic & Fully Automatic,Semi Automatic & Fully Automatic,592.32,622.73,654.97,689.26,725.77,765.13,808.02,854.75,905.06,958.86,"1,015.99","1,076.06","1,138.81"
Europe,By Industry Verticle,Primary Processing & Shelling,Primary Processing & Shelling,219.30,230.40,242.09,254.39,267.38,281.38,296.72,313.61,331.95,351.55,372.49,394.63,417.82
Europe,By Industry Verticle,Value Added Nut Products,Value Added Nut Products,167.68,178.59,190.26,202.79,216.40,231.29,247.73,265.73,285.18,306.06,328.28,351.89,376.88
Europe,By Industry Verticle,Nut Ingredients & Intermediates,Nut Ingredients & Intermediates,118.99,126.02,133.63,141.89,150.74,160.19,170.35,181.31,193.13,205.98,219.74,234.21,249.42
Europe,By Industry Verticle,Downstream Food with Captive Nut Prep,Downstream Food with Captive Nut Prep,94.61,98.70,103.01,107.54,112.22,117.13,122.38,128.08,134.25,140.86,147.87,155.14,162.63
Europe,By Industry Verticle,"Others (Confectionery And Bakery Plants With In-House Nut Prep, etc.)","Others (Confectionery And Bakery Plants With In-House Nut Prep, etc.)",44.09,45.56,47.08,48.68,50.40,52.28,54.34,56.57,58.91,61.34,63.87,66.45,69.07
Asia Pacific,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,39.24,41.22,43.34,45.63,48.07,50.68,53.49,56.50,59.72,63.17,66.84,70.65,74.62
Asia Pacific,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,94.03,100.46,107.48,115.13,123.44,132.51,142.45,153.36,165.25,178.10,191.78,206.27,221.62
Asia Pacific,By Equipment Type,Storage Equipment,Silos,30.10,31.64,33.26,34.97,36.80,38.79,40.97,43.33,45.85,48.51,51.31,54.26,57.34
Asia Pacific,By Equipment Type,Storage Equipment,Storage bins and hoppers,21.45,22.68,23.99,25.38,26.89,28.55,30.38,32.38,34.53,36.82,39.22,41.76,44.41
Asia Pacific,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,82.62,87.62,92.78,98.20,104.06,110.59,117.91,125.99,134.60,143.72,153.38,163.67,174.55
Asia Pacific,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",44.33,46.68,49.22,51.96,54.90,58.04,61.40,65.00,68.85,73.01,77.43,82.08,86.93
Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,93.70,99.09,104.90,111.16,117.77,124.76,132.23,140.34,149.17,158.78,169.13,180.04,191.46
Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,64.53,68.70,73.22,78.06,83.22,88.79,94.87,101.59,108.95,116.90,125.39,134.35,143.79
Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,70.07,75.02,80.22,85.81,91.91,98.65,106.14,114.32,123.12,132.58,142.80,153.84,165.64
Asia Pacific,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,36.06,37.82,39.72,41.77,43.95,46.25,48.71,51.36,54.22,57.30,60.56,63.94,67.44
Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Optical sorters,70.61,77.44,85.01,93.46,102.84,113.27,124.89,137.81,152.10,167.93,185.38,204.54,225.51
Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Size graders,45.78,48.50,51.41,54.51,57.79,61.29,65.07,69.18,73.64,78.49,83.71,89.23,95.04
Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Weight graders,42.28,45.08,48.11,51.32,54.72,58.35,62.29,66.62,71.39,76.57,82.17,88.11,94.40
Asia Pacific,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,37.62,39.64,41.83,44.17,46.69,49.39,52.32,55.50,58.92,62.59,66.47,70.52,74.75
Asia Pacific,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,74.26,79.61,85.44,91.81,98.73,106.26,114.49,123.49,133.31,143.97,155.44,167.73,180.82
Asia Pacific,By Equipment Type,Thermal Processing Equipment,Roasting systems,51.77,56.10,60.86,66.10,71.80,78.00,84.80,92.29,100.59,109.76,119.85,130.77,142.55
Asia Pacific,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,41.40,44.12,46.99,50.06,53.33,56.89,60.79,65.06,69.70,74.69,80.10,85.89,92.02
Asia Pacific,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",65.38,69.63,74.16,79.01,84.22,89.91,96.17,103.02,110.40,118.33,126.77,135.76,145.29
Asia Pacific,By Nut Type,Almond,Almond,34.13,36.18,38.30,40.54,42.95,45.63,48.63,51.93,55.47,59.25,63.29,67.61,72.19
Asia Pacific,By Nut Type,Cashew,Cashew,38.08,41.58,45.46,49.77,54.56,59.87,65.77,72.29,79.47,87.43,96.21,105.83,116.32
Asia Pacific,By Nut Type,Peanut,Peanut,735.46,781.97,832.29,886.63,945.06,"1,008.16","1,076.90","1,152.05","1,233.85","1,322.37","1,417.34","1,518.29","1,625.07"
Asia Pacific,By Nut Type,Pistachio,Pistachio,15.11,16.36,17.75,19.28,20.97,22.84,24.91,27.22,29.77,32.56,35.57,38.79,42.27
Asia Pacific,By Nut Type,Walnut,Walnut,56.04,59.62,63.38,67.37,71.70,76.47,81.77,87.59,93.84,100.52,107.67,115.33,123.45
Asia Pacific,By Nut Type,Hazelnut,Hazelnut,14.83,15.85,16.95,18.15,19.48,20.92,22.50,24.21,26.06,28.07,30.24,32.57,35.05
Asia Pacific,By Nut Type,Other Nuts,Other Nuts,111.60,119.48,127.82,136.76,146.43,157.07,168.87,181.84,195.85,211.02,227.39,244.98,263.82
Asia Pacific,By Automation Level,Manual,Manual,91.55,100.36,110.03,120.69,132.45,145.53,160.16,176.48,194.56,214.49,236.41,260.46,286.76
Asia Pacific,By Automation Level,Semi Automatic & Fully Automatic,Semi Automatic & Fully Automatic,913.70,970.70,"1,031.92","1,097.81","1,168.69","1,245.43","1,329.19","1,420.64","1,519.76","1,626.73","1,741.31","1,862.94","1,991.41"
Asia Pacific,By Industry Verticle,Primary Processing & Shelling,Primary Processing & Shelling,343.35,364.20,386.39,410.11,435.82,464.13,495.60,530.33,567.91,608.09,650.68,695.81,743.55
Asia Pacific,By Industry Verticle,Value Added Nut Products,Value Added Nut Products,266.99,287.58,309.99,334.77,362.07,392.11,425.04,460.82,499.52,541.71,587.57,637.18,690.47
Asia Pacific,By Industry Verticle,Nut Ingredients & Intermediates,Nut Ingredients & Intermediates,184.78,198.09,212.62,228.35,245.15,263.09,282.49,303.76,327.19,352.91,380.90,410.85,442.72
Asia Pacific,By Industry Verticle,Downstream Food with Captive Nut Prep,Downstream Food with Captive Nut Prep,145.56,153.55,162.16,171.24,180.69,190.59,201.19,212.80,225.56,239.38,254.15,269.61,285.73
Asia Pacific,By Industry Verticle,"Others (Confectionery And Bakery Plants With In-House Nut Prep, etc.)","Others (Confectionery And Bakery Plants With In-House Nut Prep, etc.)",64.56,67.63,70.79,74.04,77.42,81.05,85.03,89.42,94.14,99.13,104.42,109.96,115.71
Latin America,By Equipment Type,Receiving and Feeding Equipment,Receiving and Feeding Equipment,5.58,5.79,5.99,6.20,6.42,6.66,6.92,7.20,7.51,7.82,8.15,8.50,8.85
Latin America,By Equipment Type,Cleaning and Drying Equipment,Cleaning and Drying Equipment,13.90,14.69,15.53,16.42,17.35,18.35,19.43,20.60,21.87,23.23,24.67,26.17,27.75
Latin America,By Equipment Type,Storage Equipment,Silos,4.68,4.85,5.03,5.22,5.41,5.63,5.86,6.11,6.36,6.63,6.92,7.21,7.52
Latin America,By Equipment Type,Storage Equipment,Storage bins and hoppers,3.37,3.51,3.66,3.82,3.98,4.16,4.37,4.58,4.82,5.06,5.31,5.56,5.82
Latin America,By Equipment Type,Conveying and Handling Equipment,Nut conveyors,10.63,11.14,11.68,12.25,12.84,13.43,14.07,14.77,15.54,16.37,17.25,18.16,19.10
Latin America,By Equipment Type,Conveying and Handling Equipment,"Elevating, transfer, distribution chutes",7.88,8.17,8.47,8.78,9.11,9.48,9.88,10.32,10.80,11.28,11.78,12.29,12.80
Latin America,By Equipment Type,Shelling and Kernel Separation Equipment,Shellers,14.00,14.58,15.20,15.83,16.49,17.18,17.93,18.76,19.67,20.62,21.63,22.67,23.72
Latin America,By Equipment Type,Shelling and Kernel Separation Equipment,Decorticators and hullers,10.10,10.60,11.13,11.71,12.33,12.99,13.71,14.47,15.28,16.13,17.03,17.97,18.95
Latin America,By Equipment Type,Shelling and Kernel Separation Equipment,Kernel shell separation systems,11.00,11.61,12.26,12.97,13.73,14.55,15.42,16.35,17.35,18.42,19.56,20.77,22.03
Latin America,By Equipment Type,Shelling and Kernel Separation Equipment,Re shelling and re processing units,4.06,4.20,4.35,4.51,4.68,4.85,5.04,5.25,5.47,5.69,5.92,6.16,6.41
Latin America,By Equipment Type,Sorting and Grading Equipment,Optical sorters,8.00,8.65,9.37,10.14,10.99,11.93,12.97,14.12,15.38,16.75,18.23,19.84,21.57
Latin America,By Equipment Type,Sorting and Grading Equipment,Size graders,7.93,8.28,8.66,9.04,9.44,9.86,10.31,10.81,11.36,11.95,12.56,13.20,13.85
Latin America,By Equipment Type,Sorting and Grading Equipment,Weight graders,5.90,6.18,6.49,6.82,7.18,7.56,7.97,8.42,8.90,9.40,9.93,10.48,11.04
Latin America,By Equipment Type,Sorting and Grading Equipment,Manual inspection tables,7.50,7.75,8.02,8.32,8.64,8.99,9.38,9.79,10.22,10.67,11.12,11.59,12.05
Latin America,By Equipment Type,Thermal Processing Equipment,Pasteurization systems,9.46,10.02,10.62,11.26,11.94,12.65,13.42,14.26,15.18,16.17,17.24,18.36,19.54
Latin America,By Equipment Type,Thermal Processing Equipment,Roasting systems,8.23,8.79,9.40,10.06,10.78,11.54,12.36,13.26,14.25,15.32,16.47,17.70,18.99
Latin America,By Equipment Type,Thermal Processing Equipment,Cooling and tempering systems,6.85,7.20,7.56,7.95,8.35,8.76,9.20,9.67,10.20,10.77,11.38,12.01,12.66
Latin America,By Equipment Type,"Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)","Others (Inspection and Quality Control Systems, Automation and Process Control Systems, etc.)",8.30,8.72,9.17,9.65,10.15,10.68,11.25,11.87,12.55,13.28,14.05,14.84,15.65
Latin America,By Nut Type,Almond,Almond,2.85,3.03,3.22,3.42,3.64,3.88,4.14,4.43,4.73,5.05,5.41,5.78,6.18
Latin America,By Nut Type,Cashew,Cashew,3.98,4.29,4.64,5.01,5.40,5.83,6.30,6.81,7.39,8.02,8.70,9.45,10.24
Latin America,By Nut Type,Peanut,Peanut,122.67,128.45,134.62,141.14,148.00,155.32,163.23,171.84,181.14,191.04,201.47,212.32,223.56
Latin America,By Nut Type,Pistachio,Pistachio,1.94,2.08,2.23,2.38,2.55,2.74,2.94,3.16,3.40,3.66,3.94,4.24,4.56
Latin America,By Nut Type,Walnut,Walnut,4.06,4.27,4.48,4.71,4.96,5.24,5.54,5.87,6.21,6.57,6.96,7.36,7.78
Latin America,By Nut Type,Hazelnut,Hazelnut,2.18,2.31,2.44,2.59,2.74,2.91,3.09,3.29,3.50,3.73,3.97,4.22,4.49
Latin America,By Nut Type,Other Nuts,Other Nuts,9.68,10.30,10.98,11.72,12.50,13.34,14.24,15.23,16.31,17.49,18.76,20.10,21.51
Latin America,By Automation Level,Manual,Manual,15.17,16.37,17.69,19.12,20.64,22.24,23.97,25.89,28.05,30.44,33.04,35.82,38.80
Latin America,By Automation Level,Semi Automatic & Fully Automatic,Semi Automatic & Fully Automatic,132.19,138.37,144.91,151.84,159.17,167.02,175.51,184.74,194.63,205.13,216.17,227.65,239.52
Latin America,By Industry Verticle,Primary Processing & Shelling,Primary Processing & Shelling,49.66,52.00,54.59,57.36,60.21,63.13,66.18,69.54,73.29,77.39,81.75,86.24,90.85
Latin America,By Industry Verticle,Value Added Nut Products,Value Added Nut Products,38.12,40.52,43.00,45.60,48.40,51.48,54.91,58.65,62.63,66.87,71.41,76.27,81.42
